Gene,Value
MRPL13,0.665408942
DERL1,0.796501226
FAM91A1,0.422646312
TMEM65,0.454019772
RNF139,0.400745739
NDUFB9,2.310585311
MTSS1,0.55488705
TRIB1,1.4555362
MYC,2.65659218
ASAP1,1.522520075
EFR3A,0.531435342
PHF20L1,1.238968399
NDRG1,2.913146155
ST3GAL1,0.559598821
CHRAC1,1.308330396
AGO2,0.594017227
PTK2,0.644161897
DENND3,0.384666029
LY6E,3.374578052
LY6A,5.744083681
LY6C1,2.083950963
GSDMD,0.577618987
EEF1D,3.659899241
PUF60,1.882411611
PLEC,2.88144541
PARP10,0.46524753
GRINA,0.594847175
GPAA1,0.331721757
CYC1,1.078415111
MAF1,0.332460356
HSF1,0.354459716
VPS28,1.004993258
RPL8,22.56346326
1110038F14RIK,0.729252268
RBFOX2,0.387433392
MYH9,2.348945305
TXN2,0.841329538
EIF3D,1.187636596
CSF2RB2,1.048966489
CSF2RB,1.176200548
KCTD17,0.640846504
NOL12,0.480449413
TRIOBP,0.517642969
EIF3L,0.749225308
POLR2F,0.675230722
MAFF,2.377579635
TMEM184B,1.002481663
CSNK1E,0.658995872
DDX17,1.039859268
TOMM22,1.689560468
PDGFB,0.402399039
RPL3,22.28662984
ATF4,6.50211346
RPS19BP1,0.717556391
TNRC6B,0.646543272
SLC25A17,0.32461669
ST13,0.925378832
RBX1,3.070170234
EP300,0.496336067
RANGAP1,0.410745638
PHF5A,1.460437813
ACO2,0.541640405
SNU13,4.97359383
SMDT1,1.732718561
NDUFA6,1.416174244
RRP7A,0.559002659
POLDIP3,0.427312717
CYB5R3,2.217284738
PACSIN2,0.624519115
TSPO,5.428651922
SAMM50,0.44433092
PARVB,0.873176537
NUP50,0.526568229
BRD1,1.402569877
PIM3,3.363258185
SCO2,0.441468644
SHANK3,0.531602543
CPNE8,3.159013211
YAF2,1.195774243
ZCRB1,1.807748309
TWF1,0.780897001
ANO6,0.759880644
SCAF11,1.524305732
SLC38A2,5.966840908
HDAC7,0.341805654
KANSL2,0.591791249
CCNT1,0.679967766
DDX23,0.418523224
RND1,2.574573268
ARF3,0.408807126
TUBA1B,1.065809105
TUBA1A,1.066562252
TUBA1C,0.558407671
MCRS1,0.385529458
TMBIM6,3.826154069
COX14,0.556222632
LIMA1,0.84157907
LARP4,1.318738463
ATF1,0.515971908
SLC11A2,0.326954619
DAZAP2,1.476112381
SMAGP,1.158895533
ACVRL1,0.842331989
GRASP,0.645366215
ATG101,0.525871652
EIF4B,1.18601284
PFDN5,5.510353662
SP1,0.426334518
PRR13,0.956127916
PCBP2,3.083243531
ATP5G2,4.266214053
HNRNPA1,3.736010834
COPZ1,0.602623373
ITGA5,0.91238894
CREBBP,0.63700409
PAM16,0.580750097
VASN,0.59940505
HMOX2,0.463559446
UBALD1,0.45801891
MGRN1,0.378859231
GLYR1,0.725577667
UBN1,2.07929758
CARHSP1,1.532415434
USP7,0.819382821
NUBP1,0.505825738
CIITA,0.342705599
LITAF,5.64629532
ZC3H7A,0.394329064
RSL1D1,2.245950333
GSPT1,2.686257335
MKL2,0.771703202
BFAR,0.351472178
NTAN1,0.413294191
UBE2V2,0.914005484
CEBPD,8.918340378
YARS2,0.32817848
DNM1L,0.368900092
MAPK1,0.506169024
UBE2L3,1.736592967
THAP7,0.396876287
MED15,0.355021743
RANBP1,2.939944957
COMT,0.671605426
CLDN5,22.80060769
UFD1,0.556555347
KLHL24,0.798500019
PARL,0.715771623
AP2M1,1.002091238
PSMD2,0.807798244
EIF4G1,1.336929225
POLR2H,0.518934639
SENP2,0.529743381
TRA2B,1.501075339
DNAJB11,0.730091301
EIF4A2,1.553585519
RTP4,4.327348206
LPP,0.755879148
CCDC50,0.782241803
HES1,8.730441736
ATP13A3,0.969432689
LSG1,0.803216708
FAM43A,0.587456491
ACAP2,0.856858611
PPP1R2,6.757056266
0610012G03RIK,0.844705444
NCBP2,0.397791334
SENP5,0.300756812
PAK2,1.723333905
NRROS,0.330125231
PCYT1A,0.328613973
FYTTD1,1.368624137
LRCH3,0.394383199
RPL35A,25.81640672
SNX4,0.411528468
ZFP148,0.487555603
HEG1,0.529428818
DIRC2,0.352799495
PARP14,4.256835658
DTX3L,0.670232178
PARP9,1.279399645
KPNA1,0.378954833
FAM162A,0.678898834
GOLGB1,0.572339971
NDUFB4,1.2815637
FSTL1,1.042120606
LRRC58,2.347794608
GSK3B,1.163657447
COX17,0.402502201
ARHGAP31,4.430719975
ZBTB20,2.891306484
ATP6V1A,0.938040617
NAA50,1.254949643
ATG3,0.846765136
CD200,4.60268073
CD47,4.774058348
BBX,0.62537045
NFKBIZ,0.894749281
RPL24,22.5026556
PCNP,0.909976364
TRMT10C,0.754962557
ABI3BP,0.624150748
TFG,0.484011908
TOMM70A,0.784314025
ST3GAL6,0.645898892
CLDND1,1.313886693
CRYBG3,0.370540822
ARL6,0.396050978
ARL13B,0.646769368
PROS1,1.509323287
4930453N24RIK,1.221403713
CGGBP1,1.918463477
CHMP2B,0.810433493
HSPA13,0.626324319
SAMSN1,1.440997571
NRIP1,1.922948749
USP25,1.116442699
D16ERTD472E,0.420917265
MRPL39,0.308217554
JAM2,0.528691345
ATP5J,3.890431144
GABPA,0.303833095
APP,3.387668185
CYYR1,1.756637908
ADAMTS1,2.882843589
ADAMTS5,0.854626151
USP16,1.093040747
CCT8,2.342940426
BACH1,1.731376172
SOD1,1.446922044
IFNAR2,0.984518829
IFNGR2,0.417172467
SON,2.633114208
ATP5O.1,1.471867116
MRPS6,0.801895306
SMIM11,0.68464095
RCAN1,5.392852802
PIGP,0.397733776
TTC3,0.52934762
DYRK1A,0.616905611
ETS2,0.675622389
HMGN1,2.24240597
BACE2,0.851100544
ZBTB21,0.337827133
B230307C23RIK,0.389913301
SCAF8,0.484198412
SNX9,1.346171701
GTF2H5,1.299316507
TULP4,2.667736877
MPC1,1.29233239
QK,2.8056846
AGPAT4,1.421454902
IGF2R,0.480454821
MRPL18,0.474721962
TCP1,1.640367446
WTAP,0.744891719
SOD2,3.659598439
AFDN,1.343618322
PHF10,1.486896008
DLL1,0.778824461
PSMB1,2.915661873
CHD1,0.967850958
RIOK2,0.4516648
LNPEP,0.321145383
PPP2R1A,0.413470171
HCFC1R1,0.609447135
TNFRSF12A,2.868191494
9530082P21RIK,0.321915745
SRRM2,3.704038334
ELOB,5.249144766
PDPK1,0.371092405
ABCA3,0.34991747
RNPS1,1.065406784
ECI1,0.417546023
SLC9A3R2,1.818251479
GFER,0.37176329
RPS2,26.62065207
NDUFB10,1.41970885
MRPS34,0.869270177
TMEM204,0.507687938
BC003965,0.401627649
UBE2I,2.461792561
STUB1,0.883684457
MRPL28,0.418423099
LUC7L,0.754905286
DUSP1,4.275447952
ATP6V0E,1.712073743
CREBRF,0.540370045
CUTA,1.0215965
BAK1,0.371066487
UQCC2,0.619675074
LEMD2,0.316385337
HMGA1,0.452783871
RPS10,26.00436617
D17WSU92E,1.994180477
SNRPC,1.390026533
TAF11,0.326518322
RPL10A,17.35536662
FKBP5,0.486035634
SRPK1,0.85528002
KCTD20,0.407096079
SRSF3,6.717571221
CDKN1A,30.66874635
MTCH1,2.641356944
PIM1,4.117054747
ZFAND3,0.659432708
BTBD9,0.316404745
GLO1,1.017996678
NDUFV3,0.749469073
U2AF1,2.888159721
BRD4,0.930967418
ZFP871,0.305037635
HNRNPM,1.060857144
2-Mar,0.675975602
RAB11B,1.508127525
ANGPTL4,0.416067923
KANK3,0.68993272
RPS28,9.60421415
NDUFA7,1.462514383
DAXX,0.773042563
TAPBP,1.834515721
PFDN6,0.507942643
RPS18,13.70708627
H2-K1,17.68274165
SLC39A7,0.661172057
BRD2,2.543743424
PSMB9,1.181860875
TAP1,2.062588074
PSMB8,4.909249712
TAP2,1.63555153
H2-AB1,0.371866708
H2-AA,0.462616353
ATF6B,0.305806966
STK19,1.257464591
DXO,0.366426926
HSPA1B,0.963758937
HSPA1A,1.63908048
LSM2,0.684442565
VARS,0.300007254
CLIC1,13.81019604
DDAH2,0.47160783
ABHD16A,0.635158389
CSNK2B,1.566738782
BAG6,0.682066155
PRRC2A,0.743616412
NFKBIL1,0.395147029
DDX39B,1.819363547
H2-D1,33.44426663
H2-Q4,3.012229364
H2-Q6,0.917401862
H2-Q7,0.831277864
IER3,16.92035019
FLOT1,0.850388503
TUBB5,1.854845907
PPP1R18,0.57553141
MRPS18B,0.524630909
PPP1R10,0.719111549
ABCF1,1.00364837
GNL1,0.49097513
H2-T23,1.683029676
H2-T22,0.460758086
BC023719,0.348001243
TRIM26,0.431261805
PPP1R11,1.758770991
ZNRD1,1.503757715
H2-M3,1.201107129
GM26917,0.35421235
GM42418,11.64401243
AY036118,0.696837947
CD2AP,0.921637771
ADGRF5,2.686675006
ENPP4,0.842888122
CLIC5,0.669998459
CDC5L,0.670987123
NFKBIE,0.395268886
HSP90AB1,17.44756234
SLC29A1,0.915222103
VEGFA,0.74754472
MRPS18A,0.766700572
GTPBP2,0.33065019
POLR1C,0.357583185
YIPF3,0.599179677
MRPL2,0.353529088
MEA1,0.473495224
2310039H08RIK,0.341065243
RPL7L1,1.676908607
TBCC,1.048144485
MRPS10,0.345742332
BYSL,0.341689089
MDFI,1.325926169
RAB5A,1.729136512
SH3GL1,0.628354168
UBXN6,0.665394155
LRG1,7.269769415
SEMA6B,0.340863535
TNFAIP8L1,0.86848581
MYDGF,0.793605722
SAFB2,0.34975088
SAFB,0.520122802
2410015M20RIK,0.911783735
RPL36,17.42788734
LONP1,0.353732843
NDUFA11,1.266343939
CLPP,0.627337683
GTF2F1,0.654646657
TRIP10,0.414590113
VAPA,3.771668701
PPP4R1,0.300010632
RALBP1,0.463628109
ANKRD12,0.938894527
NDUFV2,0.899692695
RAB12,0.796997086
PTPRM,0.667108026
TGIF1,4.019762153
MYL12B,2.535455468
MYL12A,5.691230065
SMCHD1,1.099534786
WDR43,1.656716025
YPEL5,0.435686733
XDH,0.819364606
SPAST,0.309188595
YIPF4,0.802679371
BIRC6,0.871849242
RASGRP3,0.405667944
CRIM1,1.343625746
FEZ2,0.752484352
EIF2AK2,1.645864969
CEBPZ,1.222007101
PRKD3,0.543331656
CDC42EP3,1.127283486
CYP1B1,0.827865376
HNRNPLL,0.42853167
SRSF7,3.35093054
EML4,1.695980574
COX7A2L,2.359293416
ZFP36L2,0.663557387
EPAS1,2.132577275
RHOQ,0.621959044
CRIPT,0.89935742
MCFD2,0.482891443
CALM2,4.323998688
FBXO11,0.658507424
FOXN2,0.312997085
EIF2S3Y,0.749668539
DDX3Y,1.378599998
GM47283,3.59016632
CREM,1.602382943
CUL2,0.324465971
BAMBI,0.76023237
MAP3K8,0.970618562
MTPAP,0.386214005
JCAD,0.494103886
SVIL,1.415251981
ZEB1,1.611259829
KIF5B,3.768076754
RPL27-PS3,0.485428468
EPC1,0.610294857
RAB18,2.096906897
MPP7,0.469355176
WAC,1.397523454
CCNY,0.601590729
COLEC12,0.458309037
THOC1,0.4304206
USP14,0.550484853
ROCK1,2.030826411
ESCO1,0.364260981
SNRPD1,3.41708842
MIB1,0.522187711
RBBP8,0.529878981
RIOK3,1.468788631
ZFP521,0.357145547
SS18,0.577967253
GM10036,0.314712257
RNF125,0.761875518
RNF138,0.689652637
MAPRE2,0.507269137
ZFP397,0.300268082
ZFP24,0.362283776
INO80C,1.078055465
GALNT1,4.261430164
POLR2D,0.800188151
IWS1,0.339802779
MAP3K2,0.658820326
BIN1,1.074370306
GYPC,0.319223326
WDR36,0.458782845
EPB41L4AOS,0.359804984
APC,0.603428499
SRP19,2.061791554
REEP5,1.62867241
BRD8,0.350467876
EGR1,0.906796213
ETF1,2.855366248
HSPA9,3.721223005
CTNNA1,3.47967013
MATR3,1.73100191
PAIP2,1.842649805
ECSCR,7.962368711
TMEM173,0.468227638
UBE2D2A,3.054809552
CXXC5,0.850930812
PURA,1.894017773
CYSTM1,0.313731263
PFDN1,0.882006124
HBEGF,3.147013886
ANKHD1,0.504279281
SRA1,0.634366831
CD14,9.155461116
NDUFA2,1.792024935
IK,0.539172734
HARS,0.366791467
ZMAT2,0.85707609
TAF7,1.165651497
DIAPH1,0.365306153
ARAP3,0.480231277
PCDH1,0.570049846
RNF14,0.440812673
NDFIP1,0.77546933
NR3C1,1.422632207
YIPF5,0.802705507
LARS,1.352610214
RBM27,0.824127285
TCERG1,0.470309867
DPYSL3,0.834722955
EIF3J2,0.527456163
DCP2,0.606670988
TMED7,1.003719833
EIF1A,3.090642563
ATG12,0.344053407
AP3S1,0.646440845
SEMA6A,2.102911146
DMXL1,0.380989088
TNFAIP8,1.21505626
SRFBP1,0.320618421
SNX2,0.567780242
PPIC,1.392395216
CSNK1G3,0.953397651
PHAX,1.252294693
SLC12A2,0.854254093
GM4951,0.455171524
F830016B08RIK,0.507039025
IIGP1,15.9069586
SMIM3,0.859871153
DCTN4,0.415519235
RBM22,0.512536311
SYNPO,1.17595575
NDST1,0.558554861
RPS14,18.80998956
CD74,1.458948166
CSNK1A1,3.886985726
BVHT,0.956200466
ADRB2,0.301836373
TXNL1,2.95436657
NARS,4.662670192
SEC11C,0.339155556
LMAN1,0.737551569
PMAIP1,0.860090035
TUBB6,4.656779741
SPIRE1,0.410644962
PSMG2,0.309401775
PTPN2,0.514143473
SEH1L,0.750842132
LDLRAD4,0.355580403
RNMT,0.428821428
TCF4,8.343522175
4930503L19RIK,0.361478396
MBD2,6.048699946
MEX3C,0.453278461
SMAD4,0.973163741
MBD1,0.334186971
RPL17,9.624643301
BC031181,0.988536097
SMAD7,2.446376229
SMAD2,0.326420907
IER3IP1,0.821920186
PIAS2,0.376697642
ATP5A1,2.742280139
PARD6G,0.878047629
GM16286,1.964630378
TXNL4A,1.047039498
PQLC1,2.066865785
NFATC1,0.537134912
CYB5A,3.394429909
TMX3,0.524182203
MRPL21,0.577756695
PPP6R3,0.603479202
KMT5B,0.589306315
NDUFS8,0.792835018
NDUFV1,0.602754597
AIP,0.50880163
PPP1CA,1.29734213
CLCF1,0.408572346
POLD4,0.523410911
KDM2A,0.596330649
RBM4B,0.335351678
MRPL11,0.331569141
SF3B2,0.984877151
BANF1,0.783287033
EIF1AD,1.523198153
SART1,0.30581537
DRAP1,1.248704723
FOSL1,1.500310087
CCDC85B,0.687849325
CFL1,8.689895242
RNASEH2C,0.473717535
RELA,1.279230363
EHBP1L1,0.632980827
SCYL1,0.317931152
MALAT1,158.5546635
NEAT1,2.22818862
DPF2,0.434384612
CDC42EP2,0.544206319
FAU,32.17035659
BATF2,0.561185534
GPHA2,0.492843854
PPP2R5B,0.434886149
EHD1,5.306918784
SF1,0.939792644
PRDX5,0.998771188
TRMT112,1.054591941
PPP1R14B,2.208837773
FKBP2,0.676977394
STIP1,0.525044391
OTUB1,0.473283733
COX8A,6.27716014
MARK2,0.48259595
RTN3,1.060642515
PLA2G16,0.998283882
SLC3A2,8.463245767
STX5A,0.458449818
NXF1,0.828378564
TAF6L,0.300667581
POLR2G,0.452225169
TTC9C,0.38013275
HNRNPUL2,0.434140648
UBXN1,2.473846034
UQCC3,0.377936376
MTA2,0.310417447
EEF1G,4.074672699
AHNAK,5.931996955
FTH1,64.20849011
FADS3,0.308704533
TMEM258,0.495988149
SDHAF2,0.331245532
DDB1,0.487427297
TMEM109,0.67008297
CCDC86,1.106405333
MRPL16,0.365271389
STX3,0.414753182
PATL1,0.344148645
ZFP91,1.488857958
TLE4,0.377502044
PSAT1,0.578833335
GNAQ,0.774374364
VPS13A,0.358542609
RFK,1.126220321
OSTF1,2.347572409
CARNMT1,0.455167206
ANXA1,5.227173304
ZFAND5,5.04975762
1110059E24RIK,0.424016609
ABHD17B,1.350623182
TMEM2,2.403123306
KLF9,3.463989301
GM9493,0.647894353
TJP2,1.101506887
FAM122A,0.415350315
PGM5,0.433207143
SMARCA2,0.319832917
PUM3,0.428080437
RCL1,0.776386131
JAK2,2.017721454
PLGRKT,0.422241702
CD274,1.512081373
UHRF2,0.796772229
SGMS1,0.356477064
RPL9-PS6,0.983375968
PTEN,0.796111273
FAS,0.755923272
CH25H,0.792208508
IFIT2,0.586053304
IFIT3,2.634367722
IFIT3B,1.942838637
IFIT1,3.283123893
PCGF5,0.585687526
TNKS2,0.863121798
BTAF1,0.340561187
5-Mar,3.442908399
NOC3L,0.374059014
PDLIM1,5.295321699
SORBS1,0.395091538
ALDH18A1,0.482299007
ENTPD1,1.717067553
TM9SF3,2.171155647
FRAT2,0.496403902
PGAM1,2.233556991
EXOSC1,0.559827897
UBTD1,1.321262109
PI4K2A,0.676030592
AVPI1,0.762953529
GOT1,0.53305031
CHUK,0.533722655
BLOC1S2,0.467708372
NDUFB8,1.771486502
MRPL43,1.336223189
LZTS2,0.350500895
MGEA5,0.368276557
PPRC1,0.429934975
NOLC1,0.995507214
NFKB2,0.525488492
CUEDC2,0.62666503
ACTR1A,0.385560054
TRIM8,0.383947645
WBP1L,0.618700512
USMG5,1.133970915
SH3PXD2A,0.720583388
STN1,0.576957869
SLK,3.902757826
SFR1,3.269522981
CFAP43,0.989924762
GSTO1,0.497556986
XPNPEP1,0.430913155
ADD3,0.655892264
SMNDC1,0.810447158
SMC3,0.891083289
PDCD4,0.39819643
ACSL5,0.906522238
ZDHHC6,0.333878227
TCF7L2,0.384662825
CCDC186,0.658424612
ABLIM1,0.775858037
PDZD8,0.734216057
RPS12-PS3,0.429870755
FAM204A,0.932212762
EIF3A,3.481445813
PRDX3,0.356710106
MT-ND1,11.15556792
MT-ND2,16.11656634
MT-CO1,56.86739136
MT-CO2,63.77158829
MT-ATP8,2.380089443
MT-ATP6,83.74227428
MT-CO3,45.9117213
MT-ND3,3.559873902
MT-ND4L,6.6218546
MT-ND4,21.90885679
MT-ND5,4.738090889
MT-CYTB,40.12570651

